,"�?Key""""""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,asreview_label,asreview_time,asreview_note
118,DARULUFX,journalArticle,2024,"Lu, Yuchun; Lu, Xiaoyi; Zheng, Liping; Sun, Min; Chen, Siyu; Chen, Baiyan; Wang, Tong; Yang, Jiming; Lv, Chunli",Application of Multimodal Transformer Model in Intelligent Agricultural Disease Detection and Question-Answering Systems,Plants,,2223-7747,10.3390/plants13070972,https://www.mdpi.com/2223-7747/13/7/972,"In this study, an innovative approach based on multimodal data and the transformer model was proposed to address challenges in agricultural disease detection and question-answering systems. This method effectively integrates image, text, and sensor data, utilizing deep learning technologies to profoundly analyze and process complex agriculture-related issues. The study achieved technical breakthroughs and provides new perspectives and tools for the development of intelligent agriculture. In the task of agricultural disease detection, the proposed method demonstrated outstanding performance, achieving a precision, recall, and accuracy of 0.95, 0.92, and 0.94, respectively, significantly outperforming the other conventional deep learning models. These results indicate the method’s effectiveness in identifying and accurately classifying various agricultural diseases, particularly excelling in handling subtle features and complex data. In the task of generating descriptive text from agricultural images, the method also exhibited impressive performance, with a precision, recall, and accuracy of 0.92, 0.88, and 0.91, respectively. This demonstrates that the method can not only deeply understand the content of agricultural images but also generate accurate and rich descriptive texts. The object detection experiment further validated the effectiveness of our approach, where the method achieved a precision, recall, and accuracy of 0.96, 0.91, and 0.94. This achievement highlights the method’s capability for accurately locating and identifying agricultural targets, especially in complex environments. Overall, the approach in this study not only demonstrated exceptional performance in multiple tasks such as agricultural disease detection, image captioning, and object detection but also showcased the immense potential of multimodal data and deep learning technologies in the application of intelligent agriculture.",28/03/2024,14/11/2025 15:57,14/11/2025 16:29,14/11/2025 16:29,972,,7,13,,Plants,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,DZMACBAP,journalArticle,2025,"Guan, Lei; Liu, Enqin; Yang, Man; Gao, Bing",Fine identification of noxious weeds based on close-range hyperspectral imaging and spectral–spatial features of alpine meadow plants,Ecological Informatics,,1574-9541,10.1016/j.ecoinf.2025.103430,https://www.sciencedirect.com/science/article/pii/S157495412500439X,"The spread of noxious weeds is a key indicator of alpine meadow degradation, threatening biodiversity, pasture productivity, and ecosystem stability. Accurate identification of these invasive species remains challenging due to the low stature, dense growth, and spatial heterogeneity of alpine vegetation, which limits conventional remote sensing in detecting and differentiating noxious weeds at fine spatial scales. This study proposes a close-range hyperspectral remote sensing approach that integrates both spectral and spatial features to enhance the identification of noxious weeds. Multiple features were extracted, including gradient information, textural metrics, narrow-band spectral indices (e.g., NGNDVI, NPRI), and first-order spectral derivatives, to improve the separability between noxious weeds and other plant species. Mahalanobis distance was used to select sensitive spectral bands, and four classifiers-LinearSVC, Random Forest, LightGBM, and Logistic Regression-were evaluated for classification performance. The results demonstrated that: (1) First-order derivatives, spectral indices, and texture features contributed 27.07%, 18.36%, and 11.66%, respectively, to classification performance; (2) Compared to using only spectral parameters, combining spatial and spectral features significantly improved accuracy, with the four classifiers�?Kappa coefficients increasing by 6.89%, 1.76%, 1.47%, and 4.55%; and (3) Using the optimal feature combination, overall classification accuracy exceeded 92%, with the highest Kappa coefficient reaching 0.95. These results indicate that integrating spectral and spatial features from close-range hyperspectral imaging can significantly improve the accuracy of noxious weed detection. The proposed method offers a reliable and practical approach for fine-scale vegetation monitoring and may contribute to early intervention and effective management of invasive species in fragile alpine ecosystems.",01/12/2025,19/11/2025 07:53,19/11/2025 07:53,19/11/2025 07:53,103430,,,92,,Ecological Informatics,,,,,,,,,,,,,ScienceDirect,,,,E:\Zotero\storage\4WV9T5MW\S157495412500439X.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,GQK2MNM7,journalArticle,2025,"Akhtar, Muhammad Salman; Zafar, Zuhair; Mahmood, Zahid; Khurshid, Haris; Naseem, M. R.; Berns, Karsten; Fraz, Muhammad Moazam",Advancing Spatiotemporal Orthophoto Registration in UAV-based Crop Breeding Experiments Leveraging Field Geometric Features,"PFG �?Journal of Photogrammetry, Remote Sensing and Geoinformation Science",,"2512-2789, 2512-2819",10.1007/s41064-025-00365-8,https://link.springer.com/10.1007/s41064-025-00365-8,"Remote sensing technologies, particularly unmanned aerial vehicles (UAVs) equipped with multispectral sensors, have transformed high-throughput plant phenotyping by enabling the efficient and repeatable monitoring of plant traits across large experimental plots. These tools are vital for breeders developing stress-resilient cultivars across diverse environments. However, accurately aligning UAV-derived orthophotos across time remains a key challenge, especially in field conditions where ground control point (GCP) placement is infeasible due to dynamic crop growth, field operations, or resource constraints. To address this, we present a cost-effective solution for registering UAV-derived orthophotos acquired at different time-points in breeding trials, without relying on high-precision global navigation satellite system (GNSS) or extensive GCP-based infrastructure. Our method leverages the Segment Anything Model for initial crop plot segmentation, followed by a custom feature extractor, descriptor, and matcher designed to exploit the stable geometric layout of crop fields. This centroid-based registration approach achieves RMSE between 4.65 and 12.30 cm, sufficient for plot-level analysis in many agronomic applications. Unlike traditional workflows that demand sub-centimeter accuracy through RTK-GNSS, our approach prioritizes operational ease and robustness under practical constraints. Furthermore, we validate the method across three crops, including wheat, rice, and sunflower grown under checkerboard, grid, and strip plot layouts. The NDVI values obtained using our registered orthophotos show strong agreement with those measured by the handheld GreenSeeker device, as reflected by high correlation and low RMSE, confirming that our registration method enables reliable plot-level vegetation monitoring. This makes our pipeline particularly well-suited for resource-limited research settings where maintaining precise GCPs is impractical.",03/11/2025,14/11/2025 15:58,19/11/2025 20:04,14/11/2025 16:31,,,,,,PFG,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,5JRYCAJU,conferencePaper,2024,"Abraham, Tini Susan; K, Anjali.; Aji, Agatha; Saju, Anjana K; M J, Krishnapriya",Enhanced Pest Detection in Agriculture using Advanced Feature Extraction and Classification Models,"2024 8th International Conference on I-SMAC (IoT in Social, Mobile, Analytics and Cloud) (I-SMAC)",,,10.1109/I-SMAC61858.2024.10714747,https://ieeexplore.ieee.org/document/10714747,"Agriculture is an important source of livelihood, with 70% of the Indian population depending on it. Detection of pests in crops is a challenging task for farmers, as large parts of the crop are damaged and quality is reduced due to pest infestation. Currently, traditional methods of pest identification in crops cannot meet the needs of agricultural production due to their low efficiency and accuracy. The goal of this project is to develop more efficient feature extraction techniques and utilize various classification models to detect pests in crops. We analyze different feature extraction methods, including keypoint descriptors, texture detection using local binary patterns, edge detection using the Canny edge detection method, and highlighted edge detection using Holistic Edge Detection (HED). Additionally, different pest images used for training were classified using various classification models such as KNN, SVM, logistic regression, CNN, and YOLO V4. As a result of this experiment, we found that YOLO V4 provides higher precision for the identification and classification of pests in crops. The system can be implemented using Unmanned Aerial Vehicles, which increases the efficiency of the system, monitors crop health, locates regions affected by pests, and detects pests at an early stage.",2024-10,19/11/2025 20:02,19/11/2025 20:02,19/11/2025 20:02,1732-1739,,,,,,,,,,,,,,,,,,IEEE Xplore,,ISSN: 2768-0673,,E:\Zotero\storage\CSX2TLMC\10714747.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2024 8th International Conference on I-SMAC (IoT in Social, Mobile, Analytics and Cloud) (I-SMAC)",,,,,,,,,,,,,,,,0,,
330,2QGD4SQM,journalArticle,2025,"Lei, Jiuzhou; Prabhu, Ankit; Liu, Xu; Cladera, Fernando; Mortazavi, Mehrad; Ehsani, Reza; Chaudhari, Pratik; Kumar, Vijay",Spatio-Temporal Metric-Semantic Mapping for Persistent Orchard Monitoring: Method and Dataset,IEEE Robotics and Automation Letters,,2377-3766,10.1109/LRA.2025.3588037,https://ieeexplore.ieee.org/document/11077662,"Monitoring orchards at the individual tree or fruit level throughout the growth season is crucial for plant phenotyping and horticultural resource optimization, such as chemical use and yield estimation. We present a 4D spatio-temporal metric-semantic mapping system that integrates multi-session measurements to track fruit growth over time. Our approach combines a LiDAR-RGB fusion module for 3D fruit localization with a 4D fruit association method leveraging positional, visual, and topology information for improved data association precision. Evaluated on real orchard data, our method achieves a 96.9% fruit counting accuracy for 1,790 apples across 60 trees, a mean fruit size estimation error of 1.1 cm, and a 23.7% improvement in 4D data association precision over baselines.",2025-08,21/11/2025 17:29,21/11/2025 17:29,21/11/2025 17:29,8610-8617,,8,10,,,Spatio-Temporal Metric-Semantic Mapping for Persistent Orchard Monitoring,,,,,,,,,,,,IEEE Xplore,,,,E:\Zotero\storage\X7KE5QIU\11077662.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,UW7P27FX,journalArticle,2025,"Zenkl, Radek; McDonald, Bruce A.; Walter, Achim; Anderegg, Jonas",Towards high throughput in-field detection and quantification of wheat foliar diseases using deep learning,Computers and Electronics in Agriculture,,0168-1699,10.1016/j.compag.2024.109854,https://www.sciencedirect.com/science/article/pii/S0168169924012456,"Reliable, quantitative information on the presence and severity of crop diseases is essential for site-specific crop management and resistance breeding. Successful analysis of leaves under naturally variable lighting, presenting multiple disorders, and across phenological stages is a critical step towards high-throughput disease assessments directly in the field. Here, we present a dataset comprising 422 high resolution images of flattened leaves captured under variable outdoor lighting with polygon annotations of leaves, leaf necrosis and insect damage as well as point annotations of Septoria tritici blotch (STB) fruiting bodies (pycnidia) and rust pustules. Based on this dataset, we demonstrate the capability of deep learning for keypoint detection of pycnidia (F1=0.76) and rust pustules (F1=0.77) combined with semantic segmentation of leaves (IoU=0.96), leaf necrosis (IoU=0.77) and insect damage (IoU=0.69) to reliably detect and quantify the presence of STB, leaf rusts, and insect damage on symptom level under natural outdoor conditions. An analysis of intra- and inter-annotator agreement on selected images demonstrated that the proposed method achieved a performance close to that of annotators in the majority of the scenarios. We validated the generalization capabilities of the proposed method by testing it on images of unstructured canopies acquired directly in the field and without manual interaction with single leaves. This enables significantly higher throughput and automated data acquisition, which is critical to harness the full potential of image-based disease assessments. Model predictions were in good agreement with visual assessments of in-focus regions in these images, despite the presence of new challenges such as variable orientation of leaves and more complex lighting. This underscores the principle feasibility of diagnosing and quantifying the severity of foliar diseases under field conditions using the proposed imaging setup and image processing methods. By demonstrating the ability to diagnose and quantify the severity of multiple diseases in highly complex field scenarios, we lay the groundwork for high-throughput in-field assessments of foliar diseases that can support resistance breeding and the implementation of core principles of precision agriculture.",01/05/2025,16/11/2025 09:02,16/11/2025 09:02,16/11/2025 09:02,109854,,,232,,Computers and Electronics in Agriculture,,,,,,,,,,,,,ScienceDirect,,,,E:\Zotero\storage\BSEDPBMW\S0168169924012456.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,V5NFSD8Z,journalArticle,2025,"Cordeiro, Luana dos Santos; Nääs, Irenilza de Alencar; Okano, Marcelo Tsuguio","Smart Postharvest Management of Strawberries: YOLOv8-Driven Detection of Defects, Diseases, and Maturity",AgriEngineering,,2624-7402,10.3390/agriengineering7080246,https://www.mdpi.com/2624-7402/7/8/246,"Strawberries are highly perishable fruits prone to postharvest losses due to defects, diseases, and uneven ripening. This study proposes a deep learning-based approach for automated quality assessment using the YOLOv8n object detection model. A custom dataset of 5663 annotated strawberry images was compiled, covering eight quality categories, including anthracnose, gray mold, powdery mildew, uneven ripening, and physical defects. Data augmentation techniques, such as rotation and Gaussian blur, were applied to enhance model generalization and robustness. The model was trained over 100 and 200 epochs, and its performance was evaluated using standard metrics: Precision, Recall, and mean Average Precision (mAP). The 200-epoch model achieved the best results, with a mAP50 of 0.79 and an inference time of 1 ms per image, demonstrating suitability for real-time applications. Classes with distinct visual features, such as anthracnose and gray mold, were accurately classified. In contrast, visually similar categories, such as ‘Good Quality�?and ‘Unripe�?strawberries, presented classification challenges.",2025-08,14/11/2025 15:49,14/11/2025 15:49,14/11/2025 15:49,246,,8,7,,,Smart Postharvest Management of Strawberries,,,,,,,en,http://creativecommons.org/licenses/by/3.0/,,,,www.mdpi.com,,Publisher: Multidisciplinary Digital Publishing Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,INZU6FKF,journalArticle,2025,"Vélez, Sergio; Ariza-Sentís, Mar; Triviño, Mario; Cob-Parro, Antonio Carlos; Mila, Miquel; Valente, João",Framework for smartphone-based grape detection and vineyard management using UAV-trained AI,Heliyon,,2405-8440,10.1016/j.heliyon.2025.e42525,https://www.sciencedirect.com/science/article/pii/S2405844025009053,"Viticulture benefits significantly from rapid grape bunch identification and counting, enhancing yield and quality. Recent technological and machine learning advancements, particularly in deep learning, have provided the tools necessary to create more efficient, automated processes that significantly reduce the time and effort required for these tasks. On one hand, drone, or Unmanned Aerial Vehicles (UAV) imagery combined with deep learning algorithms has revolutionised agriculture by automating plant health classification, disease identification, and fruit detection. However, these advancements often remain inaccessible to farmers due to their reliance on specialized hardware like ground robots or UAVs. On the other hand, most farmers have access to smartphones. This article proposes a novel approach combining UAVs and smartphone technologies. An AI-based framework is introduced, integrating a 5-stage AI pipeline combining object detection and pixel-level segmentation algorithms to automatically detect grape bunches in smartphone images of a commercial vineyard with vertical trellis training. By leveraging UAV-captured data for training, the proposed model not only accelerates the detection process but also enhances the accuracy and adaptability of grape bunch detection across different devices, surpassing the efficiency of traditional and purely UAV-based methods. To this end, using a dataset of UAV videos recorded during early growth stages in July (BBCH77-BBCH79), the X-Decoder segments vegetation in the front of the frames from their background and surroundings. X-Decoder is particularly advantageous because it can be seamlessly integrated into the AI pipeline without requiring changes to how data is captured, making it more versatile than other methods. Then, YOLO is trained using the videos and further applied to images taken by farmers with common smartphones (Xiaomi Poco X3 Pro and iPhone X). In addition, a web app was developed to connect the system with mobile technology easily. The proposed approach achieved a precision of 0.92 and recall of 0.735, with an F1 score of 0.82 and an Average Precision (AP) of 0.802 under different operation conditions, indicating high accuracy and reliability in detecting grape bunches. In addition, the AI-detected grape bunches were compared with the actual ground truth, achieving an R2 value as high as 0.84, showing the robustness of the system. This study highlights the potential of using smartphone imaging and web applications together, making an effort to integrate these models into a real platform for farmers, offering a practical, affordable, accessible, and scalable solution. While smartphone-based image collection for model training is labour-intensive and costly, incorporating UAV data accelerates the process, facilitating the creation of models that generalise across diverse data sources and platforms. This blend of UAV efficiency and smartphone precision significantly cuts vineyard monitoring time and effort.",28/02/2025,19/11/2025 07:53,19/11/2025 07:53,19/11/2025 07:53,e42525,,4,11,,Heliyon,,,,,,,,,,,,,ScienceDirect,,,,E:\Zotero\storage\FXNW5QFP\S2405844025009053.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,UNWAKAYW,journalArticle,2025,"Banjar, Ameen; Javed, Ali; Nawaz, Marriam; Dawood, Hussain",E-AppleNet: An Enhanced Deep Learning Approach for Apple Fruit Leaf Disease Classification,Applied Fruit Science,,2948-2631,10.1007/s10341-024-01239-w,https://doi.org/10.1007/s10341-024-01239-w,"Apples are among the most widely consumed fruits globally due to their numerous health benefits. However, their production is significantly impacted by various leaf diseases. Accurate and timely detection of these diseases is challenging due to the similarities between healthy and diseased leaves, as well as issues like image blurring, clutter, and varying conditions. This paper presents E‑AppleNet, an advanced approach based on EfficientNetV2, which incorporates attention mechanisms and additional dense layers at the end of the model structure to enhance disease classification. To tackle class imbalance and prevent model overfitting, we utilize transfer learning and multi-class focal loss. Our model, tested on the PlantVillage dataset, a complex repository with real-world images, achieves a remarkable 99% accuracy. Additionally, we generated the heatmap visualizations, which confirm the model’s robustness in handling diverse image distortions. This method provides a reliable solution for automated apple disease detection, with potential benefits for precision agriculture.",03/01/2025,19/11/2025 08:07,19/11/2025 08:07,19/11/2025 08:07,18,,1,67,,Applied Fruit Science,E-AppleNet,,,,,,,en,,,,,Springer Link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Z98AGUUU,conferencePaper,2020,"Karami, Azam; Crawford, Melba; Delp, Edward J.",A Weakly Supervised Deep Learning Approach for Plant Center Detection and Counting,IGARSS 2020 - 2020 IEEE International Geoscience and Remote Sensing Symposium,,,10.1109/IGARSS39084.2020.9324354,https://ieeexplore.ieee.org/document/9324354,"Deep learning applications are rapidly advancing in agriculture, and phenotyping in particular. Identifying the locations of plant centers and counting are critical for assessing stand quality. Yet, its precise measurement after the emergence of plants is impractical in large-scale production fields due to the labor required. In this paper, we propose a weakly supervised deep learning framework for detecting the centers and counting maize plants using high resolution georeferenced RGB data acquired from a UAV platform. We evaluate the performance of the proposed method over two dates. The obtained results show that the proposed method can efficiently identify the locations of plant centers, and thereby the plant counts, reducing both the manual field counting and human labeling required for image-based analysis.",2020-09,16/11/2025 08:57,16/11/2025 08:57,16/11/2025 08:57,1584-1587,,,,,,,,,,,,,,,,,,IEEE Xplore,,ISSN: 2153-7003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IGARSS 2020 - 2020 IEEE International Geoscience and Remote Sensing Symposium,,,,,,,,,,,,,,,,0,,
1,WQZ9XQFS,conferencePaper,2020,"Awaludin, Muryan; Yasin, Verdi",APPLICATION OF ORIENTED FAST AND ROTATED BRIEF (ORB) AND BRUTEFORCE HAMMING IN LIBRARY OPENCV FOR CLASSIFICATION OF PLANTS,,,,,https://www.semanticscholar.org/paper/APPLICATION-OF-ORIENTED-FAST-AND-ROTATED-BRIEF-AND-Awaludin-Yasin/3355af3dad9189d5243904c4f0f5ddbaed67468f,"The identification of plants is a process of recognition of plants to discover the types to disseminate knowledge, but the names of the plants can be different from each person (community, profession, language) in different geographical locations. Artificial vision is very useful for mobile devices, together with the appearance of cell phone cameras equipped with phones, new opportunities and challenges have been generated in the field of artificial intelligence (AI). The combination of ORB and BruteForce_Hamming has better computational efficiency based on the highest accuracy and identification efficiency in the implemented software and can perform accurate real-time identification. The design and implementation of the plant classification identification identification program is based on the Android operating system with a minimum level of system 21 (Lollipop) to show the key match point of the live camera to obtain type information. This application can classify plants with a correct accuracy rate of 88% and an identification error rate of 12% on pandanus leaves.     Keywords: plants, species, Android, Keypoint, ORB, BruteForce Hamming",14/08/2020,14/11/2025 15:45,14/11/2025 15:45,14/11/2025 15:45,,,,,,,,,,,,,,,,,,,Semantic Scholar,,,,,https://www.semanticscholar.org/paper/APPLICATION-OF-ORIENTED-FAST-AND-ROTATED-BRIEF-AND-Awaludin-Yasin/3355af3dad9189d5243904c4f0f5ddbaed67468f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
207,95XF2HQR,conferencePaper,2021,"Nagar, Harshita; Sharma, R.S.",Pest Detection on Leaf using Image Processing,2021 International Conference on Computer Communication and Informatics (ICCCI),,,10.1109/ICCCI50826.2021.9402606,https://ieeexplore.ieee.org/document/9402606,"A survey report showed that 70% Indian population depends on agriculture sector. Numerous heterogeneous diseases and various kind of pests affect the production of crops which leads to quality and quantitative loss. Automatic in-field pest detection using computer vision technique is an important topic in modern intelligent agriculture but suffers from serious challenges including complexity of wild environment, detection of tiny size pest and classification into multiple classes of pests. In the literature attention is mostly focused on machine learning based techniques and image processing has not received equal attention. This paper illustrates an automatic approach for pest detection using Wavelet transformation and Oriented FAST and rotated BRIEF (ORB). The core objective of the research is to enhance feature extraction phase to improve the detection efficiency. The proposed approach is implemented on images of fluffy caterpillar pests on mustard crop and fava bean collected from farms in Rajasthan. The experimental results affirm the efficiency of the proposed approach.",2021-01,19/11/2025 07:42,19/11/2025 07:42,19/11/2025 07:42,05��01��,,,,,,,,,,,,,,,,,,IEEE Xplore,,ISSN: 2329-7190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021 International Conference on Computer Communication and Informatics (ICCCI),,,,,,,,,,,,,,,,0,,
43,8W6DLUG4,journalArticle,2025,"Carlos Arias; Camilo Baldovino; José Gómez; Brian Restrepo; Sánchez, Sergio",Deep learning model for recognizing fresh and rotten fruits in industrial processes,Transactions on Energy Systems and Engineering Applications,,2745-0120,10.32397/tesea.vol6.n1.811,https://revistas.utb.edu.co/tesea/article/view/811,"The detection of fruit condition is essential to ensure quality control in industrial processes. Currently, this task is often performed manually, which is inefficient and time-consuming for operators. Therefore, it is crucial to implement emerging technologies that reduce human effort, costs, and production time while enabling more effective defect detection in fruits. In this context, this work presents the implementation of an artificial intelligence model based on computer vision to identify the condition of fruits. Various models were compared, including YOLOv8, YOLOv11, Detectron2, and Fast R-CNN, trained on a dataset that classifies fruits into two categories: ripe and rotten. The models were evaluated in terms of accuracy, speed, and robustness under different lighting and background conditions to select the most suitable for real-time applications. The results showed that YOLOv8 achieved the best generalization, reaching a mAP@50 of 83.8% and an accuracy of 77.3%.",04/07/2025,14/11/2025 15:53,14/11/2025 16:25,14/11/2025 16:25,Jan-14,,1,6,,TESEA,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,5IKHU8G2,journalArticle,2020,"Oh, Sungchan; Chang, Anjin; Ashapure, Akash; Jung, Jinha; Dube, Nothabo; Maeda, Murilo; Gonzalez, Daniel; Landivar, Juan",Plant Counting of Cotton from UAS Imagery Using Deep Learning-Based Object Detection Framework,Remote Sensing,,2072-4292,10.3390/rs12182981,https://www.mdpi.com/2072-4292/12/18/2981,"Assessing plant population of cotton is important to make replanting decisions in low plant density areas, prone to yielding penalties. Since the measurement of plant population in the field is labor intensive and subject to error, in this study, a new approach of image-based plant counting is proposed, using unmanned aircraft systems (UAS; DJI Mavic 2 Pro, Shenzhen, China) data. The previously developed image-based techniques required a priori information of geometry or statistical characteristics of plant canopy features, while also limiting the versatility of the methods in variable field conditions. In this regard, a deep learning-based plant counting algorithm was proposed to reduce the number of input variables, and to remove requirements for acquiring geometric or statistical information. The object detection model named You Only Look Once version 3 (YOLOv3) and photogrammetry were utilized to separate, locate, and count cotton plants in the seedling stage. The proposed algorithm was tested with four different UAS datasets, containing variability in plant size, overall illumination, and background brightness. Root mean square error (RMSE) and R2 values of the optimal plant count results ranged from 0.50 to 0.60 plants per linear meter of row (number of plants within 1 m distance along the planting row direction) and 0.96 to 0.97, respectively. The object detection algorithm, trained with variable plant size, ground wetness, and lighting conditions generally resulted in a lower detection error, unless an observable difference of developmental stages of cotton existed. The proposed plant counting algorithm performed well with 0�?4 plants per linear meter of row, when cotton plants are generally separable in the seedling stage. This study is expected to provide an automated methodology for in situ evaluation of plant emergence using UAS data.",14/09/2020,14/11/2025 15:57,14/11/2025 16:29,14/11/2025 16:29,2981,,18,12,,Remote Sensing,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,EPI8Z5ME,journalArticle,2022,"Smith, Abraham George; Han, Eusun; Petersen, Jens; Olsen, Niels Alvin Faircloth; Giese, Christian; Athmann, Miriam; Dresbøll, Dorte Bodin; Thorup‐Kristensen, Kristian","R <span style=""font-variant:small-caps;"">oot</span> P <span style=""font-variant:small-caps;"">ainter</span> : deep learning segmentation of biological images with corrective annotation",New Phytologist,,"0028-646X, 1469-8137",10.1111/nph.18387,https://nph.onlinelibrary.wiley.com/doi/10.1111/nph.18387,"Summary                                                                                     Convolutional neural networks (CNNs) are a powerful tool for plant image analysis, but challenges remain in making them more accessible to researchers without a machine‐learning background. We present R                     oot                     P                     ainter                     , an open‐source graphical user interface based software tool for the rapid training of deep neural networks for use in biological image analysis.                                                                                             We evaluate R                     oot                     P                     ainter                     by training models for root length extraction from chicory (                     Cichorium intybus                     L.) roots in soil, biopore counting, and root nodule counting. We also compare dense annotations with corrective ones that are added during the training process based on the weaknesses of the current model.                                                                                             Five out of six times the models trained using R                     oot                     P                     ainter                     with corrective annotations created within 2 h produced measurements strongly correlating with manual measurements. Model accuracy had a significant correlation with annotation duration, indicating further improvements could be obtained with extended annotation.                                                                                             Our results show that a deep‐learning model can be trained to a high accuracy for the three respective datasets of varying target objects, background, and image quality with <�? h of annotation time. They indicate that, when using R                     oot                     P                     ainter                     , for many datasets it is possible to annotate, train, and complete data processing within 1 d.",2022-10,14/11/2025 15:56,14/11/2025 16:29,14/11/2025 16:29,774-791,,2,236,,New Phytologist,"R <span style=""font-variant",,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,BFL694EJ,journalArticle,2025,"Gai, Jingyao; Guo, Zhiyang; Raj, Aditya; Tang, Lie",Robust crop row detection using discrete Fourier transform (DFT) for vision-based in-field navigation,Computers and Electronics in Agriculture,,0168-1699,10.1016/j.compag.2024.109666,https://www.sciencedirect.com/science/article/pii/S0168169924010573,"Accurate row detection is crucial for autonomous navigation systems in agricultural applications. Since the crops are typically planted in evenly spaced, parallel rows, crop rows mathematically correlate to a specific spectral signature within the frequency domain. In this study, we propose a robust frequency domain-based image processing pipeline for accurately locating crop rows within images. Using the two-dimensional discrete Fourier transform (DFT), we identify the spacing and direction of crop rows from significant frequency components, and their positions from the phase. To enhance precision, we apply frequency domain interpolation, a Hanning window, and discrete-time Fourier transform (DTFT) to accurately locate peak responses and corresponding phases in the spectrum. Extensive experiments were conducted to validate the accuracy and efficiency of our algorithm. The algorithm accurately detected crop rows in images and estimated lateral position and heading deviations relative to row centerlines, across different plant growth stages and illumination conditions. Additionally, by integrating a linear quadratic Gaussian (LQG) navigation controller with this vision-based crop row detection algorithm, we successfully enabled a robot to follow crop row centerlines with a mean absolute tracking error of 3.74 cm. These results highlight the potential of our frequency domain-based approach for enhancing precision agriculture through robust crop row detection and navigation.",01/02/2025,19/11/2025 20:27,19/11/2025 20:27,19/11/2025 20:27,109666,,,229,,Computers and Electronics in Agriculture,,,,,,,,,,,,,ScienceDirect,,,,E:\Zotero\storage\8LS37WPV\S0168169924010573.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
